FileName	Finglish	Persian
common_voice_fa_18206948.mp3	va nagahan nabegh bist o panj saleei ke jalaseh ra modiriat mikard.	و ناگهان، نابغهٔ ۲۵ سالهای که جلسه را مدیریت میکرد
common_voice_fa_18206949.mp3	tashakol ha oun ro az dast dadand.	تشکهام رو از دست دادم-
common_voice_fa_18206950.mp3	ama in ham mesl baghei medad haei ast ke dide am.	اما این هم مثل بقیه مدادهایی است که دیده ام
common_voice_fa_18206951.mp3	man bayad az inja beram.	!من بايد از اينجا برم
common_voice_fa_18206957.mp3	choun ashegh oun adami boudi ke gharar naboud bere.	چون عاشق اون آدمی بودی که به نظرت قرار نبوده بره
common_voice_fa_18206958.mp3	man barat yad dasht gozashtam.	من برات يادداشت گذاشتم
common_voice_fa_18206959.mp3	motmaeni ke doctor nemikhay.	مطمئني که دکتر نميخاي؟
common_voice_fa_18206960.mp3	lux foroushi ghadam mizadim.	لوکس فروشي قدم مي زديم
common_voice_fa_18206961.mp3	yek tikeh choub tabdil kardi.	يک تيکه چوب تبديل کردي
common_voice_fa_18206972.mp3	ounam che ghahramani mardtikeh ghasd jounemoun ro dare.	اونم چه قهرمانی مرتیکه قصد جونمون داره
common_voice_fa_18206973.mp3	age dou daghigheh ham bikar bashan, ketabeshoun rou va mikonan va shorou be khoundan mikonan.	اگه دو دقیقه هم بیکار باشن کتابشونو وا میکنن و شروع به خوندن میکنن
common_voice_fa_18206974.mp3	dar edame baresi mokonim ke dar poshte pardeh ye in etefagh che boude ast.	در ادامه بررسی میکنیم که در پشت پرده این اتفاق چه بوده است
common_voice_fa_18206975.mp3	mirim yeja estekhdam mishim ke komak konim yek nafar digar roya hayash ra donbal konad.	میریم یه جا استخدام میشیم که کمک کنیم یه نفر دیگه رویاهاشو دنبال کنه
common_voice_fa_18206976.mp3	rouhe digari ke douk be kar kounan ehsas arzesh dad va be on ha neshan dad ke be un ha tavajoh mikonad in boud ke ou ba dast bish az si hezar yadasht tashakour baraye karkounan neveshteh boud.	راه دیگری که دوگ به کارکنان احساس ارزش داد و به آنها نشان داد که توجه میکند این بود که او با دست بیش از سی هزار یادداشت تشکر برای کارکنان نوشته بود
common_voice_fa_18206982.mp3	cheghadr ham jer zani mikard.	چقدم جـر زنی می کرد
common_voice_fa_18206983.mp3	hamid be man goft ke.	. حمید به من گفت که
common_voice_fa_18206984.mp3	chera nemitouni beri pishesh.	چرا نميتوني بري پيشش؟
common_voice_fa_18206985.mp3	shab bidari o bikhabi aziatet nakouneh.	شب بیداری و بی خوابی اذیتت نکنه
common_voice_fa_18206986.mp3	nazi doust dareh shaba bekhabeh.	نازی دوست داره شبا بخوابه
common_voice_fa_18206992.mp3	ba sarfeh vaghteh bish tar dar onja daryaftam ke momken ast noe jadidi az rish sefid ha dar hul padidar shodan dar mohit kar bashand.	با صرف وقت بیشتر در آنجا، دریافتم که ممکن است نوع جدیدی از «ریشسفیدها» در حال پدیدار شدن در محیط کار باشند
common_voice_fa_18206993.mp3	mikhahad faza ra avaz konad.	می خواهد فضا را عوض کند
common_voice_fa_18206994.mp3	hey kari be aghaeideh mazhabi man nadashte bash, bashe?	هي کاري به عقايد مذهبي من نداشته باش ، باشه ؟
common_voice_fa_18206995.mp3	tou kheili be man hol dadi.	تو خيلي به من حال دادي
common_voice_fa_18206996.mp3	delam mikhad zaman be aghab bargardeh.	دلم میخواد،زمان به عقب برگرده
common_voice_fa_18207007.mp3	zahere mahsoul ma chetourie?	ظاهر محصول ما چطوريه؟
common_voice_fa_18207184.mp3	man hamisheh touye filma mididam ke adam ha migouftan chizi baraye az dast dadan nadaran.	من همیشه تو فیلما میدیدم که آدما میگفتن چیزی برای از دست دادن ندارم
common_voice_fa_18207185.mp3	faghat mikham begam behesh, bashe?	فقط ميخام بگمش ، باشه؟
common_voice_fa_18207186.mp3	fekr mikounam intour bashe.	فکر مي کنم اينطور باشه
common_voice_fa_18207358.mp3	be nazaram in mojasame rou az rouye maragheb haye younan bastan sakhtan.	به نظرم این مجسمه رُ از روی مراقبایِ امتحان در ایران باستان ساختن
common_voice_fa_18207359.mp3	tou khiaboun dari rah miri har dou nafari ke az kenaret rad mishan daran darmored dolar harf mizanan.	تو خیابون داری راه میری هر دو نفری که از کنارت رد میشن دارن در مورد دلار حرف میزنن
common_voice_fa_18207361.mp3	ozr mikham bayad beram.	عذر ميخواهم،بايد برم
common_voice_fa_18207362.mp3	hameh az tars touye shekam ham milouland va be sorat jarou o khakendaz barayash miavarand.	همه از ترس توی شکم هم می لولند و به سرعت جاروخاک انداز برایش می آورند
common_voice_fa_18207418.mp3	khanouma miomadan touye maghazeh, migoftan agha in lebas palangi ranghaye digeie ham dare?	خانوما میومدن تو مغازه میگفتن آقا این لباس پلنگی رنگای دیگه هم داره؟
common_voice_fa_18207419.mp3	khoush halam az in ke hava zoud tar tarik mishe.	خوشحالم از این که هوا زودتر تاریک میشه
common_voice_fa_18207420.mp3	age tou ghoutbe jounoub bemirir shab aval ghabret miofteh hadaghal shesh mah baad.	اگه تو قطب جنوب بمیری، شب اول قبرت میفته حداقل شش ماه بعد
common_voice_fa_18207421.mp3	mousri ast va ba boudan atrafe un ma niz mobtala mishavim.	مسری است، و با بودن اطراف آن ما نیز مبتلا میشویم
common_voice_fa_18207422.mp3	emsal dar lig torkeyeh bazi mikounad.	امسال در لیگ ترکیه بازی می کند
common_voice_fa_18207454.mp3	ba ghodrat va maharatam be dastash avardam.	با قدرت و مهارتم به دستش اوردم
common_voice_fa_18207455.mp3	az bank vam begiran poul ro be khodrosaz naghdi bedan va aghsat ro be bank pardakht kounan.	از بانك وام بگيرن پول رو به خودروساز نقدى بدن و اقساط رو به بانك پرداخت كنن
common_voice_fa_18207456.mp3	khoub zuck udameh khobieh na?	خوب زاک آدم خوبيه نه؟
common_voice_fa_18207457.mp3	na rouznameh ha gouftan na radio.	نه روزنامه ها گفتن نه رادیو.
common_voice_fa_18207458.mp3	man motaasefamaf dar morede.	من متاسفم در مورد
common_voice_fa_18207474.mp3	ye dokhtar joloush ro gereft.	!يه دختر جلوش رو گرفت
common_voice_fa_18207475.mp3	tamos telephonie rashid pour ba zani ke kode melish ro be froush gozashte, sham nadaram be bache am bedam.	تماس تلفنی رشیدپور با زنی که کد ملی اش را به فروش گذاشته،شام ندارم به بچه م بدم!
common_voice_fa_18207476.mp3	tou final bakhtim migeh ghahve ie shoudin.	تو فینال باختیم میگه قهوه ای شدین
common_voice_fa_18207477.mp3	anjoiman meli jahan gardan hagh ozviat ali ro batel mikoune.	انجمن ملی جهانگردان حق عضویت علی را باطل می کند
common_voice_fa_18207478.mp3	vazir ke dar unja boud goft negaran nabashid, tamam chiz hayie ke rokh midahad dar jahat kheir va salah shomast.	وزیر که در آنجا بود گفت : نگران نباشید تمام چیزهایی که رخ میدهد در جهت خیر و صلاح شماست !
common_voice_fa_18207484.mp3	shayad kesel konandeh fi nazar biad.	شاید کسل کننده به نظر بیاد
common_voice_fa_18207485.mp3	bebin khodet ke midouni.	ببين ، خودت که ميدوني
common_voice_fa_18207487.mp3	oun doukhtareh khoushgel mizadam.	اون دختره خوشکله ميزدم
common_voice_fa_18207488.mp3	bro vase gharar daavatash kon.	برو واسه قرار دعوتش کن
common_voice_fa_18207490.mp3	tejarat khobist.	تجارت خوبی است
common_voice_fa_18207491.mp3	milion ha nafar az mardom hamin alan ehsas moshabeh man ra darand.	میلیونها نفر از مردم همین الان احساس مشابه من را دارند
common_voice_fa_18207492.mp3	yeki dare migeh raft bala, yeki migeh mikeshe paein, yeki migeh ina bazi shouneh.	یکی داره میگه رفت بالا، یکی میگه میکشه پایین، یکی میگه اینا بازیشونه
common_voice_fa_18207493.mp3	man asef ra peyda kardam.	من عاصف رو پیدا کردم
common_voice_fa_18207500.mp3	va dar toul noh sal un ha be recorde behtarin amal kard dar tamam doran residand.	و در طول نه سال آنها به رکورد بهترین عملکرد در تمام دوران رسیدند
common_voice_fa_18207501.mp3	zendeh tou atash besouzid.	زنده تو آتيش بسوزيد ؟
common_voice_fa_18207502.mp3	gofteh donbal baz neshastegimam.	گفته دنباله بازنشستگیمم!
common_voice_fa_18222167.mp3	in vaghean haghighat dareh.	اين واقعاً حقيقت داره
common_voice_fa_18222168.mp3	khoub khoulase begam.	خوب خلاصه بگم
common_voice_fa_18222174.mp3	hala khobeh farsh nandakhtim tou ashpaz khaneh.	حالا خوبه فرش ننداختیم تو آشپزخونه
common_voice_fa_18222175.mp3	ta residim khaneh hodoude yek saat be bazi baghi mondeh boud.	تا رسیدیم خونه حدود یک ساعت به بازی باقی مونده بود
common_voice_fa_18222176.mp3	man ya shoma ham mitavanim baraye ham digar ham peyman shavim, che dar mohite kar bashim che dar biroun.	من و شما میتوانیم برای همدیگر همپیمان شویم، چه در محیط کار باشیم چه بیرون
common_voice_fa_18222177.mp3	pasho be jayeh in harf ha ye sari be oun ash bezan.	پاشو بجای این حرفا یه سری به اون اش بزن.
common_voice_fa_18222474.mp3	neveshte yebar digar bekhan.	نوشتي يک بار ديگه بخون
common_voice_fa_18222475.mp3	salam phibi tastial migam.	سلام فيبي . تسليت ميگم
common_voice_fa_18222476.mp3	kam kam adat kardam be faza va vaghti be khoudam umadam didam yek moh gozashte.	کم کم عادت کردم به فضا و وقتی به خودم اومدم دیدم یک ماه از دانشگاه گذشته
common_voice_fa_18222484.mp3	va kheili ha madar shoudand vaghti khoudeshan hanouz bache boudand.	و خیلیها مادر شدند وقتی خودشان هنوز بچه بودند
common_voice_fa_18222495.mp3	in harf ha ashena be nazar miresid.	این حرفها آشنا به نظر میرسید
common_voice_fa_18222496.mp3	vali ghatan tasmim ba toust.	ولي قطعا تصميم با توست
common_voice_fa_18222497.mp3	hata rouye tavajo he ma tasir migouzarad va meghdari az tamarkoz ma ra migirad.	حتی روی توجه ما تاثیر میگذارد و مقداری از قدرت مغز ما را میگیرد
common_voice_fa_18222498.mp3	poor az energyie mosbat boud.	پر از انرژی مثبت بود
common_voice_fa_18222499.mp3	va dar hali ke khounam be joush amadeh boud ba eeteraz goftam.	و در حالی که خونم به جوش امده بود با اعتراض گفتم
common_voice_fa_18222500.mp3	az aparteman khabari nashod?	از آپارتمان خبري نشد ؟
common_voice_fa_18222501.mp3	ajibeh in rouz ha hameh fough takhasoseshoun tou namak nashnasie.	عجيبه اينروزا همه فوق تخصصشون تو نمكـ نشناسيه
common_voice_fa_18222502.mp3	in zang ojagh gaz hast?	اين زنگ اجاق گاز هست؟
common_voice_fa_18222503.mp3	man ye jor haie asheghet shodam.	من يه جورايي عاشقت شدم
common_voice_fa_18222505.mp3	man dar sandalim frou raftam va bi sabraneh mountazer payan jalaseh boudam.	من در صندلیم فرو رفتم، و بیصبرانه منتظر پایان جلسه بودم
common_voice_fa_18222525.mp3	dars ha ra yekam radif kardam.	درسا رو یکم ردیف کردم
common_voice_fa_18222526.mp3	ertebate mon ra beham zadim.	ارتباطمون رو بهم زديم
common_voice_fa_18222527.mp3	vaghti hourouf seda dar ro touye figilish neveshtan tayp nemikounid.	وقتی حروف صدا دار رو توی فینگلیش نوشتن تایپ نمیکنید
common_voice_fa_18222529.mp3	vezarateh kharejeh amrica eghdam be moughabele ba in campain kard.	وزارت خارجه آمریکا اقدام به مقابله با این کمپین کرد
common_voice_fa_18222540.mp3	oh az oun dar vared nasho.	اوه از اون در وارد نشو
common_voice_fa_18222541.mp3	neshan arshad khodeshoun daryaft kardan.	نشان ارشد خودشون دریافت کردن
common_voice_fa_18222542.mp3	belakhareh ye rouz sobh cheshmam ro baz mikonam va az bidar shodanam lezat mibaram.	بالاخره یه روز صبح چشامو باز میکنم و از بیدار شدنم لذت میبرم
common_voice_fa_18222543.mp3	rouzi dar daftare vakili neshasteh boudam ke ba bozorg tarin saregh herfe ie ashna shodam.	1- روزی در دفتر یک وکیل نشسته بودم که با بزرگترین سارق حرفه ای آشنا شدم
common_voice_fa_18222544.mp3	touye ashpaz khuneh miz naboud?	تو آشپزخونه ميز نبود؟
common_voice_fa_18222555.mp3	avalin bari ke farghe dokhtar va pessar ro fahmidam bacheh boudam va ba dokhtare hamsayeh davam shod.	اولین باری که فرق دختر وپسرو فهمیدم بچه بودم با دختر همسایه دعوام شد
common_voice_fa_18222556.mp3	yad begirin bebinin chetori az pesar hash harf mizaneh.	یاد بگیرین، ببینین چجوری از پسرش حرف می زنه.
common_voice_fa_18222557.mp3	mishe komakesh konin bere khaneh ash.	میشه کمکش کنیم بره خونه اش؟
common_voice_fa_18222558.mp3	hala mikhaham dastani darbureye eshgh begouyam.	حالا میخواهم داستانی درباره عشق بگویم
common_voice_fa_18222559.mp3	khoda ya shokrat.	خدایا شکرت
common_voice_fa_18222565.mp3	chizi nist baba alaki sholoughesh mikonid bacheh boudim nadouni kardim.	چیزی نیست بابا شما هم شلوغش می کنین. بچه بودیم نادونی کردیم.
common_voice_fa_18222567.mp3	man donbal yek ketab hastam.	من دنبال يه کتاب هستم
common_voice_fa_18222568.mp3	oun yek motakhaseh nabeghe hast.	اون يک متخصص نابغه هست
common_voice_fa_18222570.mp3	man faghat mikhastam begouyam man.	من فقط ميخواستم بگم من
common_voice_fa_18222571.mp3	mageh mishe na radio gofte bash na rouznameh ha.	مگه می شه نه رادیو گفته باشه نه روزنامه ها
common_voice_fa_18222573.mp3	yek cake panir digar amadeh.	يک کيک پنير ديگه اومده
common_voice_fa_18222574.mp3	ozr khahi pazirofteh mishe.	عذر خواهي پذيرفته ميشه
common_voice_fa_18222595.mp3	kari ke goftam ra kardi?	کاري که گفتم رو کردي؟
common_voice_fa_18222596.mp3	pesarak be khaharash negah mikard va labkhand mizad.	پسرک به خواهرش نگاه می کرد و لبخند می زد
common_voice_fa_18207503.mp3	berin kenar baba piri darad meayad.	برین کنار بابا پیری داره میاد
common_voice_fa_18207504.mp3	raftim biron va tu khiyaboun jashn bood.	رفتیم بیرون و تو خیابون جشن بود!
common_voice_fa_18207505.mp3	oon goft barayash hame chiz  dar mord e in noghat tamas bood.	او گفت برایش همه چیز در مورد این نقاط تماس بود
common_voice_fa_18207506.mp3	niloufar geryan kheily khoube.	نیلوفر گریان:خیلی خوبه
common_voice_fa_18207507.mp3	ghabl az khab 5 daghighe ham digar ra mohkam baghal konid va baadesh vel konid bekhabid digar.	قبل از خواب ۵ دقیقه همدیگرو محکم بغل کنید و بعدش ول کنید بخوابید دیگه
common_voice_fa_18207508.mp3	ghodrat be shekl e besabeghei be samt e javanan sarazir mishavad be dalil va bastegi e ma be DQ.	قدرت، به شکل بیسابقهای بسوی جوانها سرازیر میشود به دلیل افزایش وابستگی ما به DQ : هوش دیجیتال
common_voice_fa_18207519.mp3	kheily mekham daavatet konam.	خيلي مي خوام دعوتت کنم
common_voice_fa_18207520.mp3	peasar ha tou stadium footbal moghee hamle va mogheeat khatarnak e teameshoon.	پسرا تو استاديوم فوتبال موقع حمله و موقعيت خطرناك تيمشون
common_voice_fa_18207521.mp3	baazi afrad aan ra rok goei radikal minamand jaei ke shakhsan ahameiat midahid amaa mostaghim be chalesh ham mikeshid.	" بعضی افراد آن را ""رکگویی رادیکال"" مینامند، جاییکه شخصا اهمیت میدهید، اما مستقیم به چالش هم میکشید"
common_voice_fa_18207522.mp3	be hamin dalil vey ra ghorbani nakardand va azad shod.	به همین دلیل وی را قربانی نکردند و آزاد شد
common_voice_fa_18207523.mp3	midanam che kaar micard.	.مي دونم چه کار مي کرد
common_voice_fa_18207525.mp3	amaa az baazi jahat kheyr.	اما از برخی جهات خیر
common_voice_fa_18207527.mp3	kar e ma be onvan e ham peyman in ast ke riz khosounat ha ra beshnasim va anjameshan nadehim.	کار ما به عنوان همپیمان این است که ریزخشونتها را بشناسیم و انجامشان ندهیم
common_voice_fa_18207531.mp3	rou behet dadim to digar por rou nasho, zarbe haye mohkami be dar mizanand.	رو بهت دادیم تو دیگه پررو نشو. ضربه های محکمی به در می زند
common_voice_fa_18207532.mp3	nime ye aval tamam shod.	نیمه ی اول تموم شد
common_voice_fa_18207533.mp3	ye modat ba khahar mohsen telephoni ashana shode boodam va ou ham az rabeteh va alaghe ye ma khbar dasht.	یه مدت با خواهر محسن هم تلفنی اشنا شده بودم و اونم از رابطه و علاقه ما خبر داشت
common_voice_fa_18207536.mp3	in dastan e man bar migardad be chnda sal e pish.	این داستان من برمیگرده به چند سال پیش
common_voice_fa_18207537.mp3	va amaa.	و اما
common_voice_fa_18207538.mp3	digar tahamol e harf hayat ra nadram, behet sabet mikonam raeis in khneh kist.	دیگه تحمل حرفاتو ندارم. بهت ثابت می کنم رئیس این خونه کیه.
common_voice_fa_18207539.mp3	chiz ha ye digary ham boodand.	چيزهاي ديگه اي هم بودن
common_voice_fa_18207540.mp3	hala ta bebina che mishavad.	حالا تا ببينيم چي ميشه
common_voice_fa_18207546.mp3	hame ye rouz ra kaar mikardam.	همه روز رو کار مي کردم
common_voice_fa_18207547.mp3	ta hala tourisr az azarbaijan nadide boodam.	تا حالا توریست از آذربایجان ندیده بودم
common_voice_fa_18207549.mp3	are az haraji kharidamesh.	.آره. از حراجي خريدمش
common_voice_fa_18207553.mp3	salam shila, sedayat yek joury shode ast.	سلام شیلا صدات یه جوری شده
common_voice_fa_18207555.mp3	nemikhahim digar bishtar az in.	نمی خوایم دیگه بیشتر از این
common_voice_fa_18207556.mp3	man bayad to ra beboosam.	- من بايد تو رو ببوسم
common_voice_fa_18207557.mp3	ma shady e to ra nadozdideim.	ما شادي تو رو ندزديديم
common_voice_fa_18207558.mp3	in vary miravad samt e raste,oon vary miravad samt e chap.	این وری میره سمت راست،اون وری میره سمت چپ
common_voice_fa_18207559.mp3	zahremar chera mikhndi? har kasi hasti bash, azat nemitarsam.	زهرمار. چرا می خندی؟ هر کسی هستی باش ازت نمی ترسم. بگو چطور اومدی اینجا؟
common_voice_fa_18207560.mp3	manam goftam mamnoon.	منم گفتم ممنون
common_voice_fa_18207566.mp3	bad migam?	بدمیگم؟
common_voice_fa_18207567.mp3	davar hodood e panj daghigheh faght ezafeh gereft.	داور حدود پنج دقیقه فقط اضافه گرفت
common_voice_fa_18207568.mp3	jaleb ast ke mard hayeshan chesm azashoon bar nemidashtand, haman mard haei ke roozi hezar bar az in zan ha doreshan faravan ast.	مثلا زنهای بد حجاب رو با حالتهای مختلف میذارن تا واکنشهای آدمهارو ببینن،جالبه که مرداشون چشم ازشون برنمیداشتن،همون مردایی که روزی هزاربار ازاین زنها تو اطرافشون فراوونه
common_voice_fa_18207569.mp3	madar bozorg miguyad: in digar jayeshan ra balad ast, miayad hameshan ra mibarad.	مادربزرگ می گه این دیگه جاشو یاد گرفته، میاد همشونو می بره
common_voice_fa_18207570.mp3	hala ma montazer e do bazi e baademan ba spania va porteghal hastim va omid be sooud darim.	حالا منتظر دو بازی بعدمون با اسپانیا و پرتغالیم و امید به صعود داریم
common_voice_fa_18207576.mp3	sherkat haye doust yabi siasat ha ye khod ra dar sath e jahani tahir dadand baad az in ke shekayat e khod ra erae kardim.	شرکتهای دوستیابی سیاستهای خود را در سطح جهانی تغییر دادهاند پس از اینکه یک شکایت قانونی ارائه کردیم
common_voice_fa_18207577.mp3	man be harf hayeshan goush mikardam va fekr mikardam.	من به حرفهایشان گوش میکردم و فکر میکردم
common_voice_fa_18207578.mp3	baazi dars ra edame midahand vali besiari vard e bazar e kaar mishavand.	بعضی درس را ادامه میدهند، اما بسیاری وارد نیروی کار میشوند
common_voice_fa_18207579.mp3	bazi ha bedoun e tazeen boudand, vali bazi ha ham tarh ha ye zarifi dashtand.	بعضی ها بدون تزیین بودند،اما بعضی ها هم طرحهای ظریفی داشتند
common_voice_fa_18207580.mp3	man az bist o shesh ta panjah o do salegi kar afarin e hotel ha ye kouchak boudeh am.	من از ۲۶ تا ۵۲ سالگی کارآفرین هتلهای کوچک بودهام،
common_voice_fa_18207602.mp3	ta las ve gas ba hash be ravim.	تا لاس وگاس باهاش بريم
common_voice_fa_18207605.mp3	fekr kardam rabetamoun mordeh aast.	.فکر کردم رابطمون مرده
common_voice_fa_18207608.mp3	amalkard e behtary khahid dasht va garm va shayesteh dide misahvid.	عملکرد بهتری خواهید داشت، و گرم و شایسته دیده میشوید
common_voice_fa_18207609.mp3	man az to soal mikonam va.	من از تو سوال مي کنم و
common_voice_fa_18207610.mp3	eghragh nemikonam.	اغراق نمیکنم
common_voice_fa_18207621.mp3	oonaei ke migouyand pool cheshm e adam ra koor mikonad chizi rajeb e hormon nemidanand.	اونایی که میگن پول چشم آدمو کور میکنه چیزی دربارهی هورمون نمیدونند
common_voice_fa_18207622.mp3	chi mian az khatere ye raftanesh ke tou shahr harf bezanid?	کي مياد از خاطره رفتنش به پارک شهر حرف بزنه ؟
common_voice_fa_18207623.mp3	in kheily baese narahati ye.	اين خيلي باعث ناراحتيه
common_voice_fa_18207624.mp3	in tor fekr mikoni?	اينطور فکر مي کني ؟ -
common_voice_fa_18207625.mp3	pas bedoun e cafein mikhoram.	پس بدون کافئين مي خورم
common_voice_fa_18207758.mp3	rafti ye niaat ham bokon madar to javani.	رفتی یه نیت هم بکن مادر، تو جوونی.
common_voice_fa_18207759.mp3	ama ghabl az in ke az aan ha na omid shavim bayad begoueim aan ha gharar nist in moshkel ra hal konand ama ghegounei aan ra neshan midahand.	اما قبل از این که از آنها نومید شویم، باید بگویم، آنها قرار نیست این مشکلات را حل کنند، اما چگونگیاش را نشان میدهند
common_voice_fa_18207760.mp3	in mitavand kheili mohem bashad, be vigheh vaghti mogheiat e amrg vazendegi bashad.	این میتواند خیلی مهم باشد، بویژه وقتی مساله موقعیتهای مرگ و زندگی پیش میآید
common_voice_fa_18207761.mp3	inam chart e jalase ye jomee.	اينم چارت جلسه ي جمعه
common_voice_fa_18207762.mp3	bi adabi krkhneh ra kam asar mikonad.	بیادبی کارکنان و عملکردشان را کم اثر میکند
common_voice_fa_18207813.mp3	mirim paeein, yek istgah e otobus peyda mikonim.	می ریم پایین، یه ایستگاه اتوبوس پیدا می کنیم
common_voice_fa_18207814.mp3	to aslan man ra nemishenasi.	!تو اصلا منو نمي شناسي
common_voice_fa_18207815.mp3	dastet dard nakonad arros e golam.	دستت درد نکنه عروس گلم.
common_voice_fa_18207816.mp3	vaghti horouf e seda dar ra dar fingilish neveshtan type nemikonid.	وقتی حروف صدا دار رو توی فینگلیش نوشتن تایپ نمیکنید
common_voice_fa_18207817.mp3	aya man yek ahmagh hastam?	آیا من يه احمق هستم؟
common_voice_fa_18207828.mp3	man dashtam jigh mizadam.	.من داشتم جيغ مي زدم
common_voice_fa_18207829.mp3	vaghti inja kaar nemikoni.	وقتي اينجا کار نمي کني
common_voice_fa_18207830.mp3	aan ha ra az in mavared agah sakhtim.	آنها را از این موارد آگاه ساختید
common_voice_fa_18207831.mp3	hanouz kasi be dast nagerfte ast.	هنوز کسي به دست نگرفته
common_voice_fa_18207832.mp3	rouz e panj om moshkel gosha bood.	روز پنجم مشکل گشا بود
common_voice_fa_18207838.mp3	ghazaha ye bi fayede va toulani, campain ha ye rosva gar lazem nistand.	دعویهای قضایی بیفایده و طولانی، کمپینهای عمومی رسواگر -- لازم نیستند
common_voice_fa_18207839.mp3	chetor tonesti behesh begouei.	چطور تونستي بهش بگي ؟
common_voice_fa_18207840.mp3	slam man dokhtary az jonoubam, az khouzestan.	سلام من دختری از جنوبم از خوزستان
common_voice_fa_18207841.mp3	to ashpaz khane miz naboud.	تو آشپزخونه ميز نبود؟
common_voice_fa_18207842.mp3	chon ke andaze am nist.	چونکه اندازه ام نيست
common_voice_fa_18207848.mp3	ba gholdori e azar az taraf e digaran roubrou hastand.	با قلدری و آزار از طرف دیگران روبه رو هستند
common_voice_fa_18207849.mp3	dom e khorous ra ya ghasam e hazrat e abaas ra.	دم خروس رو یا قسم حضرت عباس رو.
common_voice_fa_18207850.mp3	ghablesh ba mohsen dar rabet e ba ezdevaj harf zade boudim va barname rizi karde boodim.	قبلش با محسن در رابطه با ازدواج حرف زده بودیم و برنامه ریزی کرده بودیم
common_voice_fa_18207851.mp3	khob adam ha ham avaz shode and.	خوب ادمها هم عوض شدن دیگه.
common_voice_fa_18207852.mp3	moragheb e mehmanan e na khnde va baran bashid.	مراقب میهمانان ناخوانده و فراری از باران باشیم
common_voice_fa_18207858.mp3	khob in ham az eftezah tarin.	خب اينم از افتضاح ترين
common_voice_fa_18207859.mp3	va chizi ke motovajeh shodim in bood ke afradi ke biadabi ra tajrobe mikonand kheili bad tar anjam vazife mikonand.	و چیزی که متوجه شدیم این بود که افرادی که بی ادبی را تجربه میکنند خیلی بدتر انجام وظیفه میکنند
common_voice_fa_18207860.mp3	to dokhtar e sholugh v shmare ye do.	تو دختر شلوغ شماره دو
common_voice_fa_18207861.mp3	bai beshin roya joon, karrim dashti? begou javan ha anjam midahand.	بیا بشین رویا جون کاریم داشتی بگو جوونا انجام میدن.
common_voice_fa_18207862.mp3	man chizi nemigam dahanam ghors e amaa mahz e etelaa age dafe baad  khast beayad in tou goushiash ra azash begirim, akhe har vaght amade ast bedoun e goushi nayamade , yek tir va do neshoun mizane.	من چیزی نمیگم. دهنم قرصه. اما محض اطلاع اگه دفعه بعد خواست بیاد این تو، گوشیشو ازش بگیرین. آخه هر بار که اومده بدون گوشی نیومده، یه تیرو دونشون میزنه.
common_voice_fa_18208034.mp3	man bache ke boudam ashegh e gol boudam.	من بچه که بودم عاشق گل بودم
common_voice_fa_18208035.mp3	arousi saat e sheh shorou mishavad.	عروسي ساعت 6 شروع ميشه
common_voice_fa_18208036.mp3	mesl e raychel to dabirestan aast.	!مثل ريچل تو دبيرستانه
common_voice_fa_18208037.mp3	kash beshe.	کاش بشه
common_voice_fa_18208038.mp3	be yek chiz khas goush bedam?	به يه چيز خاص گوش بدن؟
common_voice_fa_18208039.mp3	fekr konam hagh ba joei boud.	فکر کنم حق با جويي بود
common_voice_fa_18208040.mp3	khob fekr konam bayad beram.	خوب ، فکر کنم بايد برم
common_voice_fa_18208041.mp3	chi dari mikhary inja.	چي داري مي خري اينجا؟
common_voice_fa_18208042.mp3	na madar ghorban e dastetan khodesh hast komak halam e kheyr bebinid baz ham kheyr bebinid.	نه مادر قربون دست تون،خودش هست،کمک حالمه خیر ببینین.بازم عذر می خوام
common_voice_fa_18208043.mp3	asemoun am ke mididi yek alame balon e arezoo ha dasht ke kheily az zamin fasele gerfte boudand va harekat mikardand.	اسمونم که میدیدی یه عالمه بالن ارزوها داشت که خیلی از زمین فاصله گرفته بودن و حرکت میکردن
common_voice_fa_18208044.mp3	man donbal e yek ketab hastam.	من دنبال يه کتاب هستم
common_voice_fa_18208045.mp3	rahabaran bish az charsad morde noght e etesal ra dar rouz darand.	رهبران بیش از ۴۰۰ مورد از این نقاط اتصال را در طول روز دارند
common_voice_fa_18208046.mp3	shayad moshkel az ma nabashad.	شايد مشکل از ما نباشه
common_voice_fa_18208047.mp3	kheily vase hat khouban.	"خيلي واسه "" هات "" خوبم "
common_voice_fa_18208048.mp3	hanouz ham bavar nadaram ke to nisti va man hastam.	هنوزم باور ندارم که تو نیستی و من هستم
common_voice_fa_18208049.mp3	dar mord e chirismas escelet va.	در مورد کريسمس اسکلت و
common_voice_fa_18208050.mp3	dorost baad az in fel va enfeal, team mizan e eshtebahi az darou ra be bimar dad.	درست بعد از این فعل و انفعال، تیم میزان اشتباهی از دارو را به بیمار داد
common_voice_fa_18208051.mp3	in behtarin dastani ast ke ta be hal shenide am.	این بهترین داستانیه که تابه حال شنیدم
common_voice_fa_18208052.mp3	man ghareman nabard e nahaei am?	من قهرمان نبرد نهائيم؟
common_voice_fa_18208053.mp3	har vaght residi bala, amanam bekesh bala.	هر وقت رسیدی اون بالامنم بکـش بالا
common_voice_fa_18208054.mp3	bayad kale ash ra bokonim tou ghif.	باید کله شو بکنیم تو قیف
